Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,LoanAmountToIncomeRatio,LoanAmount_Log,TotalIncome_Log,IncomePerDependent,EMI,EMIToIncomeRatio
LP002888,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,Y,False,False,True,6099.0,0.026397770126250206,5.087596335232384,8.716044050161402,6099.0,13.416666666666666,0.002199814177187517
LP002892,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,Y,False,True,False,6540.0,0.03134556574923547,5.327876168789581,8.785845337961213,2180.0,17.083333333333332,0.002612130479102956
LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,N,False,False,True,35673.0,0.0025229164914641325,4.51085950651685,10.482177411118249,35673.0,7.5,0.00021024304095534438
LP002894,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,Y,False,True,False,3166.0,0.011370814908401769,3.6109179126442243,8.06054004653864,3166.0,3.0,0.0009475679090334807
LP002898,1,1,1,0,0,1880,0.0,61.0,360.0,1.0,N,True,False,False,1880.0,0.032446808510638296,4.127134385045092,7.53955882930103,940.0,5.083333333333333,0.002703900709219858
LP002911,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,N,True,False,False,4704.0,0.031037414965986394,4.990432586778736,8.45638105201948,2352.0,12.166666666666666,0.002586451247165533
LP002912,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,N,True,False,False,7283.0,0.02361664149388988,5.153291594497779,8.8934354408475,3641.5,61.42857142857143,0.008434514819246387
LP002916,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,Y,False,False,True,3819.0,0.027232259753862266,4.653960350157523,8.24800570160062,3819.0,8.666666666666666,0.0022693549794885223
LP002917,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,Y,False,True,False,2165.0,0.03233256351039261,4.2626798770413155,7.680637427560936,2165.0,5.833333333333333,0.0026943802925327174
LP002925,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,Y,False,True,False,4750.0,0.019789473684210527,4.553876891600541,8.46611040118692,4750.0,7.833333333333333,0.0016491228070175438
LP002926,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,N,False,True,False,2726.0,0.03888481291269259,4.672828834461906,7.910957382845589,908.6666666666666,8.833333333333334,0.003240401076057716
LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,Y,False,True,False,6416.0,0.008728179551122194,4.04305126783455,8.766705997750515,6416.0,9.333333333333334,0.0014546965918536992
LP002931,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,N,False,True,False,6000.0,0.034166666666666665,5.327876168789581,8.699681400989514,2000.0,25.625,0.004270833333333333
LP002933,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,Y,False,True,False,9357.0,0.031206583306615368,5.680172609017068,9.143986871426161,2339.25,24.333333333333332,0.002600548608884614
LP002936,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,Y,True,False,False,7159.0,0.019835172510127112,4.962844630259907,8.87626525995469,7159.0,23.666666666666668,0.0033058620850211855
LP002938,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,Y,False,False,True,16120.0,0.016129032258064516,5.564520407322694,9.687878048875998,16120.0,21.666666666666668,0.0013440860215053765
LP002940,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,Y,True,False,False,3833.0,0.02869814766501435,4.709530201312334,8.251663923605589,3833.0,9.166666666666666,0.002391512305417862
LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,N,True,False,False,7383.0,0.025328457266693756,5.236441962829949,8.907070776182689,2461.0,15.583333333333334,0.00211070477222448
LP002943,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,N,False,True,False,2987.0,0.02946099765651155,4.48863636973214,8.002359546252707,2987.0,7.333333333333333,0.0024550831380426292
LP002945,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,Y,True,False,False,9963.0,0.018066847335140017,5.198497031265826,9.20673387638207,9963.0,15.0,0.0015055706112616681
LP002948,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,Y,False,False,True,5780.0,0.03321799307958478,5.262690188904886,8.662331957082475,1926.6666666666667,16.0,0.002768166089965398
LP002949,0,0,3,0,0,416,41667.0,350.0,180.0,1.0,N,False,False,True,42083.0,0.00831689755958463,5.860786223465865,10.647422899928179,10520.75,58.333333333333336,0.001386149593264105
LP002950,1,1,0,1,0,2894,2792.0,155.0,360.0,1.0,Y,True,False,False,5686.0,0.027259936686598662,5.049856007249537,8.645938147306799,5686.0,12.916666666666666,0.0022716613905498883
LP002953,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,Y,False,False,True,5703.0,0.02244432754690514,4.859812404361672,8.648922962094131,1425.75,10.666666666666666,0.0018703606289087614
LP002958,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,Y,True,False,False,7977.0,0.021561990723329573,5.153291594497779,8.984443032465352,7977.0,14.333333333333334,0.0017968325602774646
LP002959,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,Y,False,True,False,12000.0,0.04133333333333333,6.208590026096629,9.392745258631441,6000.0,41.333333333333336,0.003444444444444445
LP002960,1,1,0,1,0,2400,3800.0,128.0,180.0,1.0,N,False,False,True,6200.0,0.02064516129032258,4.859812404361672,8.732465848349879,6200.0,21.333333333333332,0.0034408602150537634
LP002961,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,Y,False,True,False,5900.0,0.029322033898305084,5.159055299214529,8.682877107057168,2950.0,14.416666666666666,0.002443502824858757
LP002964,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,Y,True,False,False,5398.0,0.029084846239347907,5.062595033026967,8.593969030218288,1799.3333333333333,13.083333333333334,0.0024237371866123254
LP002974,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,Y,True,False,False,5182.0,0.020841373986877652,4.6913478822291435,8.553139318189707,5182.0,9.0,0.0017367811655731378
LP002978,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,Y,True,False,False,2900.0,0.024482758620689656,4.276666119016055,7.972810784121404,2900.0,5.916666666666667,0.0020402298850574715
LP002979,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,Y,True,False,False,4106.0,0.00974184120798831,3.713572066704308,8.320448113956559,1026.5,6.666666666666667,0.0016236402013313851
LP002983,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,Y,False,False,True,8312.0,0.030437921077959576,5.537334267018537,9.025575833531088,4156.0,21.083333333333332,0.0025364934231632977
LP002984,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,Y,False,False,True,7583.0,0.024660424634049848,5.236441962829949,8.933796043934858,2527.6666666666665,15.583333333333334,0.0020550353861708208
LP002990,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,N,False,True,False,4583.0,0.02902029238490072,4.897839799950911,8.430327258394575,4583.0,11.083333333333334,0.0024183576987417267
